raw,canonical,method,score,at
Nextmv,Nextmv,passthrough,47.1,2026-08-27T12:51:33Z
Aden,Aden,passthrough,66.7,2026-08-27T12:51:33Z
Terrasoft,Terrasoft,passthrough,58.8,2026-08-27T12:51:33Z
Datasaur,Datasaur,passthrough,55.6,2026-08-27T12:51:33Z
Dashworks,Dashworks,passthrough,52.6,2026-08-27T12:51:33Z
Eternal,Eternal,passthrough,57.1,2026-08-27T12:51:33Z
Replicate,Replicate,exact,100.0,2026-08-27T12:51:33Z
Basedash,Basedash,passthrough,50.0,2026-08-27T12:51:33Z
Terusama,Terusama,passthrough,50.0,2026-08-27T12:51:33Z
Clayboard,Clayboard,passthrough,52.6,2026-08-27T12:51:33Z
Edlyft,Edlyft,passthrough,40.0,2026-08-27T12:51:33Z
Eze,Eze,passthrough,44.4,2026-08-27T12:51:33Z
The Mercer Club,The Mercer Club,passthrough,51.6,2026-08-27T12:51:33Z
StartPlaying.Games,StartPlaying.Games,passthrough,46.7,2026-08-27T12:51:33Z
Grain,Grain,passthrough,60.0,2026-08-27T12:51:33Z
TrueNorth,TrueNorth,passthrough,47.1,2026-08-27T12:51:33Z
Visual One,Visual One,passthrough,50.0,2026-08-27T12:51:33Z
Signadot,Signadot,passthrough,50.0,2026-08-27T12:51:33Z
Operator.io,Operator.io,passthrough,58.8,2026-08-27T12:51:33Z
Talyn Air,Talyn Air,passthrough,66.7,2026-08-27T12:51:33Z
Riya Collective,Riya Collective,passthrough,50.0,2026-08-27T12:51:33Z
Logarithm Labs,Logarithm Labs,passthrough,61.5,2026-08-27T12:51:33Z
Global Belly,Global Belly,passthrough,45.5,2026-08-27T12:51:33Z
Scout,Scout,passthrough,54.5,2026-08-27T12:51:33Z
Medicare Vox (fka Fair Square),Medicare Vox (fka Fair Square),passthrough,43.2,2026-08-27T12:51:33Z
Altay Therapeutics,Altay Therapeutics,passthrough,51.9,2026-08-27T12:51:33Z
Turing Labs Inc.,Turing Labs Inc.,passthrough,61.5,2026-08-27T12:51:33Z
Ello,Ello,passthrough,47.1,2026-08-27T12:51:33Z
QueryPie AI,QueryPie AI,passthrough,66.7,2026-08-27T12:51:33Z
Response,Response,passthrough,50.0,2026-08-27T12:51:33Z
Typedream,Typedream,passthrough,55.6,2026-08-27T12:51:33Z
Vori,Vori,passthrough,46.2,2026-08-27T12:51:33Z
Mini Exhibitions,Mini Exhibitions,passthrough,43.8,2026-08-27T12:51:33Z
Kinter,Kinter,passthrough,47.1,2026-08-27T12:51:33Z
Dropbase,Dropbase,passthrough,50.0,2026-08-27T12:51:33Z
Trident Bioscience,Trident Bioscience,passthrough,46.2,2026-08-27T12:51:33Z
Photoroom,Photoroom,passthrough,53.3,2026-08-27T12:51:33Z
Modernbanc,Modernbanc,passthrough,53.3,2026-08-27T12:51:33Z
AIOS,AIOS,passthrough,57.1,2026-08-27T12:51:33Z
Skypher,Skypher,passthrough,62.5,2026-08-27T12:51:33Z
Recurrency,Recurrency,passthrough,50.0,2026-08-27T12:51:33Z
PostEra,PostEra,passthrough,57.1,2026-08-27T12:51:33Z
DeepSource,DeepSource,passthrough,57.1,2026-08-27T12:51:33Z
Pay Swifter,Pay Swifter,passthrough,50.0,2026-08-27T12:51:33Z
UrbanKisaan,UrbanKisaan,passthrough,45.5,2026-08-27T12:51:33Z
farmtheory,farmtheory,passthrough,50.0,2026-08-27T12:51:33Z
PillarPlus,PillarPlus,passthrough,43.5,2026-08-27T12:51:33Z
SprintAI,SprintAI,passthrough,60.0,2026-08-27T12:51:33Z
Zeo Route Planner,Zeo Route Planner,passthrough,42.9,2026-08-27T12:51:33Z
Bikry,Bikry,passthrough,42.9,2026-08-27T12:51:33Z
Zumo Labs,Zumo Labs,passthrough,77.8,2026-08-27T12:51:33Z
Synapsica Healthcare,Synapsica Healthcare,passthrough,48.3,2026-08-27T12:51:33Z
Easyplan,Easyplan,passthrough,47.1,2026-08-27T12:51:33Z
adyn,adyn,passthrough,44.4,2026-08-27T12:51:33Z
Overfit,Overfit,passthrough,62.5,2026-08-27T12:51:33Z
Oda,Oda,passthrough,75.0,2026-08-27T12:51:33Z
Valienta,Valienta,passthrough,60.0,2026-08-27T12:51:33Z
Tajir,Tajir,passthrough,50.0,2026-08-27T12:51:33Z
Linkana,Linkana,passthrough,50.0,2026-08-27T12:51:33Z
BeGo,BeGo,passthrough,50.0,2026-08-27T12:51:33Z
Termii,Termii,passthrough,47.1,2026-08-27T12:51:34Z
Handl,Handl,passthrough,60.0,2026-08-27T12:51:34Z
Ramani,Ramani,passthrough,61.5,2026-08-27T12:51:34Z
GuruHotel,GuruHotel,passthrough,53.3,2026-08-27T12:51:34Z
Stable,Stable,passthrough,72.7,2026-08-27T12:51:34Z
Recall.ai,Recall.ai,passthrough,75.0,2026-08-27T12:51:34Z
borong,borong,passthrough,40.0,2026-08-27T12:51:34Z
Atmo,Atmo,passthrough,46.2,2026-08-27T12:51:34Z
99minutos,99minutos,passthrough,42.1,2026-08-27T12:51:34Z
SEND,SEND,passthrough,50.0,2026-08-27T12:51:34Z
PowerX,PowerX,passthrough,50.0,2026-08-27T12:51:34Z
Airbyte,Airbyte,passthrough,57.1,2026-08-27T12:51:34Z
Tasker AI,Tasker AI,passthrough,77.8,2026-08-27T12:51:34Z
Menten AI,Menten AI,passthrough,66.7,2026-08-27T12:51:34Z
Legionfarm,Legionfarm,passthrough,52.2,2026-08-27T12:51:34Z
Algen Biotechnologies,Algen Biotechnologies,passthrough,82.1,2026-08-27T12:51:34Z
Jemi,Jemi,passthrough,53.3,2026-08-27T12:51:34Z
Luminai,Luminai,passthrough,72.7,2026-08-27T12:51:34Z
Command AI,Command AI,passthrough,66.7,2026-08-27T12:51:34Z
Roboflow,Roboflow,passthrough,37.5,2026-08-27T12:51:34Z
Bandit ML,Bandit ML,passthrough,52.6,2026-08-27T12:51:34Z
inFeedo AI,inFeedo AI,passthrough,69.6,2026-08-27T12:51:34Z
Datafold,Datafold,passthrough,46.2,2026-08-27T12:51:34Z
Blue Onion,Blue Onion,passthrough,50.0,2026-08-27T12:51:34Z
AtoB,AtoB,passthrough,46.2,2026-08-27T12:51:34Z
Shuttle,Shuttle,passthrough,50.0,2026-08-27T12:51:34Z
Hypermile,Hypermile,passthrough,55.6,2026-08-27T12:51:34Z
Strive School,Strive School,passthrough,46.7,2026-08-27T12:51:34Z
Known Medicine,Known Medicine,passthrough,45.5,2026-08-27T12:51:34Z
Hypotenuse AI,Hypotenuse AI,passthrough,66.7,2026-08-27T12:51:34Z
Kernal Biologics,Kernal Biologics,passthrough,47.1,2026-08-27T12:51:34Z
CoreCare,CoreCare,passthrough,71.4,2026-08-27T12:51:34Z
Swif.ai,Swif.ai,passthrough,66.7,2026-08-27T12:51:34Z
Humanloop,Humanloop,passthrough,47.1,2026-08-27T12:51:34Z
Cradle,Cradle,passthrough,72.7,2026-08-27T12:51:34Z
Omni,Omni,passthrough,60.0,2026-08-27T12:51:34Z
Blissway,Blissway,passthrough,47.1,2026-08-27T12:51:34Z
Atomic,Atomic,passthrough,66.7,2026-08-27T12:51:34Z
MarketForce,MarketForce,passthrough,40.0,2026-08-27T12:51:34Z
Tappity,Tappity,passthrough,62.5,2026-08-27T12:51:34Z
Hellometer,Hellometer,passthrough,55.6,2026-08-27T12:51:34Z
Justo,Justo,passthrough,54.5,2026-08-27T12:51:34Z
Nextera Robotics | DIDGE.ai,Nextera Robotics | DIDGE.ai,passthrough,46.5,2026-08-27T12:51:34Z
Nabla Bio,Nabla Bio,passthrough,50.0,2026-08-27T12:51:34Z
Hyper Online,Hyper Online,passthrough,50.0,2026-08-27T12:51:34Z
WareIQ,WareIQ,passthrough,57.1,2026-08-27T12:51:34Z
In Stock,In Stock,passthrough,53.3,2026-08-27T12:51:34Z
BIK,BIK,passthrough,50.0,2026-08-27T12:51:34Z
Decentro,Decentro,passthrough,50.0,2026-08-27T12:51:34Z
Aquarium Learning,Aquarium Learning,passthrough,55.2,2026-08-27T12:51:34Z
Mailwarm,Mailwarm,passthrough,53.3,2026-08-27T12:51:34Z
Imbue,Imbue,exact,100.0,2026-08-27T12:51:34Z
TyltGO,TyltGO,passthrough,40.0,2026-08-27T12:51:34Z
Farel,Farel,passthrough,54.5,2026-08-27T12:51:34Z
Drapr,Drapr,passthrough,54.5,2026-08-27T12:51:34Z
Cohere,Cohere,exact,100.0,2026-08-27T12:51:34Z
Dataland,Dataland,passthrough,47.6,2026-08-27T12:51:34Z
Akiflow,Akiflow,passthrough,50.0,2026-08-27T12:51:34Z
Awtomic,Awtomic,passthrough,62.5,2026-08-27T12:51:34Z
HENRY,HENRY,passthrough,54.5,2026-08-27T12:51:34Z
Together AI,Together AI,exact,100.0,2026-08-27T12:51:34Z
Taktile,Taktile,passthrough,57.1,2026-08-27T12:51:34Z
Mito,Mito,passthrough,54.5,2026-08-27T12:51:34Z
Draftwise,Draftwise,passthrough,53.3,2026-08-27T12:51:34Z
AI.Fashion,AI.Fashion,passthrough,55.6,2026-08-27T12:51:34Z
MilkRun,MilkRun,passthrough,62.5,2026-08-27T12:51:34Z
Mobius Materials,Mobius Materials,passthrough,48.0,2026-08-27T12:51:34Z
Glimpse,Glimpse,passthrough,50.0,2026-08-27T12:51:34Z
Nestybox,Nestybox,passthrough,44.4,2026-08-27T12:51:34Z
"Warmly,","Warmly,",passthrough,57.1,2026-08-27T12:51:34Z
Clover,Clover,passthrough,66.7,2026-08-27T12:51:34Z
Parrot Software 🦜,Parrot Software 🦜,passthrough,43.5,2026-08-27T12:51:34Z
Hellosaurus,Hellosaurus,passthrough,47.6,2026-08-27T12:51:34Z
Fieldguide,Fieldguide,passthrough,62.5,2026-08-27T12:51:34Z
Heron Data,Heron Data,passthrough,52.6,2026-08-27T12:51:34Z
Clau,Clau,passthrough,54.5,2026-08-27T12:51:34Z
Quell,Quell,passthrough,40.0,2026-08-27T12:51:34Z
Rarebird,Rarebird,passthrough,50.0,2026-08-27T12:51:34Z
Payflow,Payflow,passthrough,42.1,2026-08-27T12:51:34Z
Brevy,Brevy,passthrough,54.5,2026-08-27T12:51:34Z
Degrees of Freedom,Degrees of Freedom,passthrough,41.2,2026-08-27T12:51:34Z
Gonddo,Gonddo,passthrough,50.0,2026-08-27T12:51:34Z
Abacum,Abacum,passthrough,53.3,2026-08-27T12:51:34Z
cloud humans,cloud humans,passthrough,52.6,2026-08-27T12:51:34Z
Trestle Biotherapeutics,Trestle Biotherapeutics,passthrough,45.0,2026-08-27T12:51:34Z
The Third Place,The Third Place,passthrough,53.8,2026-08-27T12:51:34Z
Atomic Industries,Atomic Industries,passthrough,53.8,2026-08-27T12:51:34Z
authzed,authzed,passthrough,44.4,2026-08-27T12:51:34Z
Humaans,Humaans,passthrough,55.6,2026-08-27T12:51:34Z
DreamWorld,DreamWorld,passthrough,44.4,2026-08-27T12:51:34Z
RocketSDR,RocketSDR,passthrough,47.1,2026-08-27T12:51:34Z
Quadrant Eye,Quadrant Eye,passthrough,66.7,2026-08-27T12:51:34Z
SBX Robotics,SBX Robotics,passthrough,38.1,2026-08-27T12:51:34Z
Waypoint,Waypoint,passthrough,50.0,2026-08-27T12:51:34Z
Spokn,Spokn,passthrough,46.2,2026-08-27T12:51:34Z
Finley,Finley,passthrough,50.0,2026-08-27T12:51:34Z
Stacksi,Stacksi,passthrough,58.8,2026-08-27T12:51:34Z
Gigs Live,Gigs Live,passthrough,47.1,2026-08-27T12:51:34Z
arnata,arnata,passthrough,58.8,2026-08-27T12:51:34Z
Pibit.ai,Pibit.ai,passthrough,62.5,2026-08-27T12:51:34Z
Lion Pose,Lion Pose,passthrough,50.0,2026-08-27T12:51:34Z
Vogent,Vogent,passthrough,57.1,2026-08-27T12:51:34Z
SlashAuth,SlashAuth,passthrough,44.4,2026-08-27T12:51:34Z
Moichor,Moichor,passthrough,50.0,2026-08-27T12:51:34Z
Queenly,Queenly,passthrough,47.1,2026-08-27T12:51:34Z
Flux Auto,Flux Auto,passthrough,50.0,2026-08-27T12:51:34Z
Fountain9,Fountain9,passthrough,53.3,2026-08-27T12:51:34Z
Avocado,Avocado,passthrough,46.2,2026-08-27T12:51:34Z
Weekday,Weekday,passthrough,54.5,2026-08-27T12:51:34Z
Pragmatic Leaders (Ankai Inc),Pragmatic Leaders (Ankai Inc),passthrough,45.0,2026-08-27T12:51:34Z
Segments.ai,Segments.ai,passthrough,54.5,2026-08-27T12:51:34Z
Encord,Encord,passthrough,53.3,2026-08-27T12:51:34Z
ClipDrop,ClipDrop,passthrough,42.9,2026-08-27T12:51:34Z
Valink Therapeutics,Valink Therapeutics,passthrough,45.2,2026-08-27T12:51:34Z
Sivo,Sivo,passthrough,50.0,2026-08-27T12:51:34Z
HyperGlue,HyperGlue,passthrough,55.6,2026-08-27T12:51:34Z
Noya,Noya,passthrough,60.0,2026-08-27T12:51:34Z
Cyble,Cyble,passthrough,60.0,2026-08-27T12:51:34Z
Supadock,Supadock,passthrough,50.0,2026-08-27T12:51:34Z
Expent Inc,Expent Inc,passthrough,54.5,2026-08-27T12:51:34Z
Version Story Compare,Version Story Compare,passthrough,52.6,2026-08-27T12:51:34Z
Per Diem,Per Diem,passthrough,58.8,2026-08-27T12:51:34Z
Promoted.ai,Promoted.ai,passthrough,55.6,2026-08-27T12:51:34Z
Emerge Tools,Emerge Tools,passthrough,52.2,2026-08-27T12:51:34Z
Parsagon,Parsagon,passthrough,47.1,2026-08-27T12:51:34Z
Alinea,Alinea,passthrough,61.5,2026-08-27T12:51:34Z
Vapi,Vapi,passthrough,57.1,2026-08-27T12:51:34Z
Quadrant Health,Quadrant Health,passthrough,57.1,2026-08-27T12:51:34Z
Mindee,Mindee,passthrough,62.5,2026-08-27T12:51:34Z
Pangea.app,Pangea.app,passthrough,47.1,2026-08-27T12:51:34Z
Anima,Anima,passthrough,66.7,2026-08-27T12:51:34Z
Popl,Popl,passthrough,44.4,2026-08-27T12:51:34Z
Fathom,Fathom,passthrough,53.3,2026-08-27T12:51:34Z
True3D,True3D,passthrough,40.0,2026-08-27T12:51:34Z
FirstSupport.ai,FirstSupport.ai,passthrough,58.3,2026-08-27T12:51:34Z
Rinsed,Rinsed,passthrough,47.1,2026-08-27T12:51:34Z
Greywing,Greywing,passthrough,47.1,2026-08-27T12:51:34Z
LiveFlow,LiveFlow,passthrough,47.6,2026-08-27T12:51:34Z
Aurabeat,Aurabeat,passthrough,53.3,2026-08-27T12:51:34Z
Invoid,Invoid,passthrough,47.1,2026-08-27T12:51:34Z
Datrics,Datrics,passthrough,82.4,2026-08-27T12:51:34Z
Sendbox,Sendbox,passthrough,54.5,2026-08-27T12:51:34Z
LightTwist,LightTwist,passthrough,42.1,2026-08-27T12:51:34Z
LogisticsOS,LogisticsOS,passthrough,41.7,2026-08-27T12:51:34Z
OpenCode,OpenCode,passthrough,66.7,2026-08-27T12:51:34Z
Flextock,Flextock,passthrough,55.6,2026-08-27T12:51:34Z
Topline Pro,Topline Pro,passthrough,50.0,2026-08-27T12:51:34Z
Quicknode,Quicknode,passthrough,50.0,2026-08-27T12:51:34Z
Codingal,Codingal,passthrough,61.5,2026-08-27T12:51:34Z
Nimbus,Nimbus,passthrough,72.7,2026-08-27T12:51:34Z
Tractian,Tractian,passthrough,53.3,2026-08-27T12:51:34Z
Enable Us,Enable Us,passthrough,52.6,2026-08-27T12:51:34Z
Platypus,Platypus,passthrough,47.1,2026-08-27T12:51:34Z
clicOH,clicOH,passthrough,53.3,2026-08-27T12:51:34Z
Milk Video,Milk Video,passthrough,43.5,2026-08-27T12:51:34Z
Simplify,Simplify,passthrough,58.8,2026-08-27T12:51:34Z
InpharmD,InpharmD,passthrough,50.0,2026-08-27T12:51:34Z
Tint,Tint,passthrough,54.5,2026-08-27T12:51:34Z
Finantier,Finantier,passthrough,50.0,2026-08-27T12:51:34Z
unSurvey,unSurvey,passthrough,57.1,2026-08-27T12:51:34Z
ZOKO,ZOKO,passthrough,40.0,2026-08-27T12:51:34Z
TaoFi,TaoFi,passthrough,50.0,2026-08-27T12:51:34Z
Launcher Labs,Launcher Labs,passthrough,63.6,2026-08-27T12:51:34Z
Reclaim Protocol,Reclaim Protocol,passthrough,46.2,2026-08-27T12:51:34Z
Slash,Slash,passthrough,50.0,2026-08-27T12:51:34Z
Seer,Seer,passthrough,60.0,2026-08-27T12:51:34Z
Feroot Security,Feroot Security,passthrough,48.0,2026-08-27T12:51:34Z
Biodock,Biodock,passthrough,47.1,2026-08-27T12:51:34Z
Venu AI,Venu AI,passthrough,71.4,2026-08-27T12:51:34Z
Compose.ai,Compose.ai,passthrough,70.6,2026-08-27T12:51:34Z
Lamar Health,Lamar Health,passthrough,52.6,2026-08-27T12:51:34Z
Soraban,Soraban,passthrough,62.5,2026-08-27T12:51:34Z
Z1,Z1,passthrough,33.3,2026-08-27T12:51:34Z
Mono,Mono,passthrough,50.0,2026-08-27T12:51:34Z
Codeball,Codeball,passthrough,61.5,2026-08-27T12:51:34Z
Pagaloop,Pagaloop,passthrough,44.4,2026-08-27T12:51:34Z
Chatwoot,Chatwoot,passthrough,57.1,2026-08-27T12:51:34Z
Dataherald,Dataherald,passthrough,50.0,2026-08-27T12:51:34Z
Alpas,Alpas,passthrough,57.1,2026-08-27T12:51:34Z
Rejoy Health,Rejoy Health,passthrough,55.6,2026-08-27T12:51:34Z
Treinta,Treinta,passthrough,54.5,2026-08-27T12:51:34Z
Spline,Spline,passthrough,57.1,2026-08-27T12:51:34Z
BusinessOnBot,BusinessOnBot,passthrough,50.0,2026-08-27T12:51:34Z
Gigs,Gigs,passthrough,40.0,2026-08-27T12:51:34Z
Friz,Friz,passthrough,46.2,2026-08-27T12:51:34Z
Mystic,Mystic,passthrough,53.3,2026-08-27T12:51:34Z
Navattic,Navattic,passthrough,50.0,2026-08-27T12:51:34Z
Estoca,Estoca,passthrough,54.5,2026-08-27T12:51:34Z
Jiga,Jiga,passthrough,46.2,2026-08-27T12:51:34Z
Vendease,Vendease,passthrough,55.6,2026-08-27T12:51:34Z
MarqVision,MarqVision,passthrough,47.1,2026-08-27T12:51:34Z
Turing College,Turing College,passthrough,53.8,2026-08-27T12:51:34Z
Routine,Routine,passthrough,57.1,2026-08-27T12:51:34Z
boitas.com,boitas.com,passthrough,63.2,2026-08-27T12:51:34Z
Moonvalley,Moonvalley,passthrough,53.3,2026-08-27T12:51:34Z
MindPortal,MindPortal,passthrough,58.8,2026-08-27T12:51:34Z
Waydev,Waydev,passthrough,72.7,2026-08-27T12:51:34Z
Triomics,Triomics,passthrough,58.8,2026-08-27T12:51:34Z
Clear,Clear,passthrough,66.7,2026-08-27T12:51:34Z
H3X Technologies,H3X Technologies,passthrough,85.7,2026-08-27T12:51:34Z
SwiftSku,SwiftSku,passthrough,50.0,2026-08-27T12:51:34Z
PipeBio,PipeBio,passthrough,55.6,2026-08-27T12:51:34Z
Terra API,Terra API,passthrough,63.2,2026-08-27T12:51:34Z
AXAR AI,AXAR AI,passthrough,72.7,2026-08-27T12:51:34Z
Ollama,Ollama,passthrough,62.5,2026-08-27T12:51:34Z
Humance,Humance,passthrough,55.6,2026-08-27T12:51:34Z
Midjourney,Midjourney,exact,100.0,2026-08-27T12:51:34Z
Meru.com,Meru.com,passthrough,70.6,2026-08-27T12:51:34Z
Nano Technologies,Nano Technologies,passthrough,85.7,2026-08-27T12:51:34Z
Openlayer,Openlayer,passthrough,66.7,2026-08-27T12:51:34Z
Slope,Slope,passthrough,60.0,2026-08-27T12:51:34Z
Epsilon3,Epsilon3,passthrough,50.0,2026-08-27T12:51:34Z
Blixo,Blixo,passthrough,44.4,2026-08-27T12:51:34Z
Artillery,Artillery,passthrough,53.3,2026-08-27T12:51:34Z
Legion Health,Legion Health,passthrough,53.8,2026-08-27T12:51:34Z
Odys Aviation,Odys Aviation,passthrough,50.0,2026-08-27T12:51:34Z
Superwall,Superwall,passthrough,55.6,2026-08-27T12:51:34Z
Mindstate Design Labs,Mindstate Design Labs,passthrough,61.5,2026-08-27T12:51:34Z
Serif Health,Serif Health,passthrough,52.2,2026-08-27T12:51:34Z
Deskimo,Deskimo,passthrough,57.1,2026-08-27T12:51:34Z
Abstra,Abstra,passthrough,62.5,2026-08-27T12:51:34Z
Carbonfact,Carbonfact,passthrough,57.1,2026-08-27T12:51:34Z
Varos,Varos,passthrough,44.4,2026-08-27T12:51:34Z
Concord Materials,Concord Materials,passthrough,50.0,2026-08-27T12:51:34Z
Jestor,Jestor,passthrough,50.0,2026-08-27T12:51:34Z
Potion,Potion,passthrough,57.1,2026-08-27T12:51:34Z
Rootly,Rootly,passthrough,50.0,2026-08-27T12:51:34Z
Replo,Replo,passthrough,57.1,2026-08-27T12:51:34Z
FirstQuadrant,FirstQuadrant,passthrough,63.2,2026-08-27T12:51:34Z
Buzzle,Buzzle,passthrough,54.5,2026-08-27T12:51:34Z
Kalam Labs,Kalam Labs,passthrough,73.7,2026-08-27T12:51:34Z
Affogato AI,Affogato AI,passthrough,66.7,2026-08-27T12:51:34Z
Mailmodo,Mailmodo,passthrough,53.3,2026-08-27T12:51:34Z
Coulomb AI,Coulomb AI,passthrough,66.7,2026-08-27T12:51:34Z
ODWEN,ODWEN,passthrough,54.5,2026-08-27T12:51:34Z
Confido,Confido,passthrough,61.5,2026-08-27T12:51:34Z
Instalab,Instalab,passthrough,70.6,2026-08-27T12:51:34Z
Instacrops,Instacrops,passthrough,52.6,2026-08-27T12:51:34Z
Zaz OS,Zaz OS,passthrough,40.0,2026-08-27T12:51:34Z
Parallel Bio,Parallel Bio,passthrough,50.0,2026-08-27T12:51:34Z
BLUUMBIO,BLUUMBIO,passthrough,52.6,2026-08-27T12:51:34Z
Swipe,Swipe,passthrough,54.5,2026-08-27T12:51:34Z
Neodocs,Neodocs,passthrough,46.2,2026-08-27T12:51:34Z
MobileBoost,MobileBoost,passthrough,44.4,2026-08-27T12:51:34Z
RGI Labs,RGI Labs,passthrough,70.6,2026-08-27T12:51:34Z
Sleek,Sleek,passthrough,60.0,2026-08-27T12:51:34Z
Soco,Soco,passthrough,66.7,2026-08-27T12:51:34Z
Bite Ninja,Bite Ninja,passthrough,47.1,2026-08-27T12:51:34Z
Anakin,Anakin,passthrough,66.7,2026-08-27T12:51:34Z
SnapCalorie,SnapCalorie,passthrough,62.5,2026-08-27T12:51:34Z
Lago,Lago,passthrough,50.0,2026-08-27T12:51:34Z
Dailybot,Dailybot,passthrough,47.6,2026-08-27T12:51:34Z
Tablevibe,Tablevibe,passthrough,62.5,2026-08-27T12:51:34Z
Lariat Data,Lariat Data,passthrough,60.9,2026-08-27T12:51:34Z
Patterns,Patterns,passthrough,52.6,2026-08-27T12:51:34Z
Tavus,Tavus,passthrough,42.9,2026-08-27T12:51:34Z
Konta.com,Konta.com,passthrough,73.7,2026-08-27T12:51:34Z
SafeBeat,SafeBeat,passthrough,53.3,2026-08-27T12:51:34Z
trii,trii,passthrough,46.2,2026-08-27T12:51:34Z
Verihubs,Verihubs,passthrough,50.0,2026-08-27T12:51:34Z
Secoda,Secoda,passthrough,66.7,2026-08-27T12:51:34Z
Kaya,Kaya,passthrough,54.5,2026-08-27T12:51:34Z
Aqua,Aqua,passthrough,54.5,2026-08-27T12:51:34Z
SalaryBox,SalaryBox,passthrough,50.0,2026-08-27T12:51:34Z
Redbean,Redbean,passthrough,54.5,2026-08-27T12:51:34Z
Sentiyen,Sentiyen,passthrough,47.1,2026-08-27T12:51:34Z
Jovian,Jovian,passthrough,66.7,2026-08-27T12:51:34Z
Hyperbrowser,Hyperbrowser,passthrough,50.0,2026-08-27T12:51:34Z
SenpAI.GG,SenpAI.GG,passthrough,53.3,2026-08-27T12:51:34Z
Pluggy,Pluggy,passthrough,40.0,2026-08-27T12:51:34Z
Perfekto,Perfekto,passthrough,55.6,2026-08-27T12:51:34Z
AI Tech Packs,AI Tech Packs,passthrough,66.7,2026-08-27T12:51:34Z
Warpfy,Warpfy,passthrough,54.5,2026-08-27T12:51:34Z
Tiriel AI,Tiriel AI,passthrough,66.7,2026-08-27T12:51:34Z
Cloudanix,Cloudanix,passthrough,53.3,2026-08-27T12:51:34Z
DigiBuild,DigiBuild,passthrough,44.4,2026-08-27T12:51:34Z
OneStopKitchen,OneStopKitchen,passthrough,52.2,2026-08-27T12:51:34Z
Cero,Cero,passthrough,60.0,2026-08-27T12:51:34Z
WarpBuild,WarpBuild,passthrough,57.1,2026-08-27T12:51:34Z
MindFi,MindFi,passthrough,57.1,2026-08-27T12:51:34Z
Scispot,Scispot,passthrough,46.2,2026-08-27T12:51:34Z
Mable,Mable,passthrough,60.0,2026-08-27T12:51:34Z
LemFi,LemFi,passthrough,50.0,2026-08-27T12:51:34Z
Coinrule,Coinrule,passthrough,57.1,2026-08-27T12:51:34Z
Sequin,Sequin,passthrough,60.0,2026-08-27T12:51:34Z
Malloc Inc,Malloc Inc,passthrough,54.5,2026-08-27T12:51:34Z
Milky Way AI,Milky Way AI,passthrough,66.7,2026-08-27T12:51:34Z
Whalesync,Whalesync,passthrough,53.3,2026-08-27T12:51:34Z
ShipBlu,ShipBlu,passthrough,50.0,2026-08-27T12:51:34Z
GetDot,GetDot,passthrough,50.0,2026-08-27T12:51:34Z
CoLoop,CoLoop,passthrough,50.0,2026-08-27T12:51:34Z
Miniloop,Miniloop,passthrough,44.4,2026-08-27T12:51:34Z
OneSchema,OneSchema,passthrough,53.3,2026-08-27T12:51:34Z
Stardex,Stardex,passthrough,50.0,2026-08-27T12:51:34Z
Forage Mail,Forage Mail,passthrough,54.5,2026-08-27T12:51:34Z
Aleph Solutions (Alephee),Aleph Solutions (Alephee),passthrough,72.0,2026-08-27T12:51:34Z
Vinco,Vinco,passthrough,61.5,2026-08-27T12:51:34Z
Protex AI,Protex AI,passthrough,66.7,2026-08-27T12:51:34Z
Freterium,Freterium,passthrough,50.0,2026-08-27T12:51:34Z
Mine,Mine,passthrough,57.1,2026-08-27T12:51:34Z
Harmonic Discovery,Harmonic Discovery,passthrough,46.7,2026-08-27T12:51:34Z
Flowly,Flowly,passthrough,40.0,2026-08-27T12:51:34Z
Zensors,Zensors,passthrough,46.2,2026-08-27T12:51:34Z
Evidently AI,Evidently AI,passthrough,66.7,2026-08-27T12:51:34Z
Heimdal,Heimdal,passthrough,66.7,2026-08-27T12:51:34Z
aSim,aSim,passthrough,57.1,2026-08-27T12:51:34Z
Adaptyv,Adaptyv,passthrough,66.7,2026-08-27T12:51:34Z
Spark Studio,Spark Studio,passthrough,52.6,2026-08-27T12:51:34Z
Meticulous,Meticulous,passthrough,44.4,2026-08-27T12:51:34Z
Mentum,Mentum,passthrough,46.2,2026-08-27T12:51:34Z
outloud.ai,outloud.ai,passthrough,50.0,2026-08-27T12:51:34Z
Writesonic,Writesonic,passthrough,47.6,2026-08-27T12:51:34Z
Matrubials,Matrubials,passthrough,58.8,2026-08-27T12:51:34Z
Float,Float,passthrough,44.4,2026-08-27T12:51:34Z
Mach9,Mach9,passthrough,44.4,2026-08-27T12:51:34Z
Revery AI,Revery AI,passthrough,77.8,2026-08-27T12:51:34Z
Tenyks,Tenyks,passthrough,42.9,2026-08-27T12:51:34Z
Adni,Adni,passthrough,57.1,2026-08-27T12:51:34Z
Telmai,Telmai,passthrough,60.0,2026-08-27T12:51:34Z
Hudson Labs (formerly Bedrock AI),Hudson Labs (formerly Bedrock AI),passthrough,82.4,2026-08-27T12:51:34Z
Waterplan,Waterplan,passthrough,52.6,2026-08-27T12:51:34Z
Ferveret,Ferveret,passthrough,50.0,2026-08-27T12:51:34Z
Zuma,Zuma,passthrough,75.0,2026-08-27T12:51:34Z
Vibe Kanban,Vibe Kanban,passthrough,55.6,2026-08-27T12:51:34Z
Caire Health,Caire Health,passthrough,54.5,2026-08-27T12:51:34Z
